city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Río de Oro,8.2919,-73.3849,Colombia,CO,Cesar,minor,,
Tello,3.0669,-75.1378,Colombia,CO,Huila,minor,,
Santa Isabel,4.7142,-75.0980,Colombia,CO,Tolima,minor,,
San Luis,6.0434,-74.9937,Colombia,CO,Antioquia,minor,,
Tesalia,2.4859,-75.7292,Colombia,CO,Huila,minor,,
San Agustín,1.8786,-76.2756,Colombia,CO,Huila,minor,,
Topaipí,5.3346,-74.3029,Colombia,CO,Cundinamarca,minor,,
Pesca,5.5500,-73.0500,Colombia,CO,Boyacá,minor,,
Almeida,4.9708,-73.3797,Colombia,CO,Boyacá,minor,,
Aracataca,10.5918,-74.1898,Colombia,CO,Magdalena,minor,,
Caparrapí,5.3464,-74.4915,Colombia,CO,Cundinamarca,minor,,
Punta de Piedras,10.1686,-74.7168,Colombia,CO,Magdalena,minor,,
Herveo,5.0800,-75.1756,Colombia,CO,Tolima,minor,,
Charalá,6.2858,-73.1472,Colombia,CO,Santander,minor,,
Puerto Wilches,7.3483,-73.8960,Colombia,CO,Santander,minor,,
Hacarí,8.3233,-73.1489,Colombia,CO,Norte de Santander,minor,,
Yolombó,6.5984,-75.0114,Colombia,CO,Antioquia,minor,,
Altamira,2.0628,-75.7872,Colombia,CO,Huila,minor,,
Andagoya,5.0977,-76.6958,Colombia,CO,Chocó,minor,,
Chaparral,3.7231,-75.4832,Colombia,CO,Tolima,minor,,
Zapatoca,6.8153,-73.2677,Colombia,CO,Santander,minor,,
La Llanada,1.4731,-77.5802,Colombia,CO,Nariño,minor,,
Fuente de Oro,3.4626,-73.6216,Colombia,CO,Meta,minor,,
Yuto,5.5317,-76.6351,Colombia,CO,Chocó,minor,,
Charta,7.2803,-72.9678,Colombia,CO,Santander,minor,,
Buriticá,6.7187,-75.9073,Colombia,CO,Antioquia,minor,,
Tierralta,8.1736,-76.0592,Colombia,CO,Córdoba,minor,,
Molagavita,6.6732,-72.8087,Colombia,CO,Santander,minor,,
San Benito Abad,8.9290,-75.0271,Colombia,CO,Sucre,minor,,
Tarazá,7.5836,-75.4007,Colombia,CO,Antioquia,minor,,
Nueva Granada,9.8017,-74.3930,Colombia,CO,Magdalena,minor,,
Coper,5.4768,-74.0442,Colombia,CO,Boyacá,minor,,
Ataco,3.5915,-75.3818,Colombia,CO,Tolima,minor,,
Maceo,6.5520,-74.7874,Colombia,CO,Antioquia,minor,,
El Doncello,1.6782,-75.2847,Colombia,CO,Caquetá,minor,,
El Carmen de Atrato,5.8986,-76.1421,Colombia,CO,Chocó,minor,,
Pijao,4.3335,-75.7046,Colombia,CO,Quindío,minor,,
Caracolí,6.4092,-74.7572,Colombia,CO,Antioquia,minor,,
Puerres,0.8837,-77.5032,Colombia,CO,Nariño,minor,,
Mutiscua,7.3006,-72.7467,Colombia,CO,Norte de Santander,minor,,
Tona,7.2022,-72.9650,Colombia,CO,Santander,minor,,
Fómeque,4.4880,-73.8975,Colombia,CO,Cundinamarca,minor,,
Guaca,6.8762,-72.8559,Colombia,CO,Santander,minor,,
Ubalá,4.7439,-73.5347,Colombia,CO,Cundinamarca,minor,,
Castilla La Nueva,3.8272,-73.6883,Colombia,CO,Meta,minor,,
Otanche,5.6567,-74.1825,Colombia,CO,Boyacá,minor,,
La Jagua del Pilar,10.5106,-73.0718,Colombia,CO,La Guajira,minor,,
San Francisco,5.9643,-75.1016,Colombia,CO,Antioquia,minor,,
San Diego,10.3362,-73.1820,Colombia,CO,Cesar,minor,,
Salento,4.6375,-75.5703,Colombia,CO,Quindío,minor,,
Mosquera,2.5086,-78.4511,Colombia,CO,Nariño,minor,,
Vegachí,6.7614,-74.7947,Colombia,CO,Antioquia,minor,,
Yalí,6.6746,-74.8343,Colombia,CO,Antioquia,minor,,
Betéitiva,5.9110,-72.8093,Colombia,CO,Boyacá,minor,,
Dibulla,11.2725,-73.3091,Colombia,CO,La Guajira,minor,,
El Guamo,10.0316,-74.9761,Colombia,CO,Bolívar,minor,,
Junín,4.7903,-73.6601,Colombia,CO,Cundinamarca,minor,,
Cucutilla,7.5394,-72.7724,Colombia,CO,Norte de Santander,minor,,
Darién,3.9306,-76.4848,Colombia,CO,Valle del Cauca,minor,,
Pie de Pató,5.5160,-76.9745,Colombia,CO,Chocó,minor,,
La Paz,10.3844,-73.1733,Colombia,CO,Cesar,minor,,
Mogotes,6.4756,-72.9705,Colombia,CO,Santander,minor,,
Amalfi,6.9102,-75.0776,Colombia,CO,Antioquia,minor,,
Prado,3.7512,-74.9300,Colombia,CO,Tolima,minor,,
Santa Rosa del Sur,7.9624,-74.0584,Colombia,CO,Bolívar,minor,,
Morales,8.2752,-73.8688,Colombia,CO,Bolívar,minor,,
Guayabetal,4.2147,-73.8172,Colombia,CO,Cundinamarca,minor,,
San Pablo,7.4775,-73.9226,Colombia,CO,Bolívar,minor,,
Bolívar,4.3387,-76.1834,Colombia,CO,Valle del Cauca,minor,,
San Martín,8.0015,-73.5113,Colombia,CO,Cesar,minor,,
Sotomayor,1.4947,-77.5214,Colombia,CO,Nariño,minor,,
San José,1.6966,-78.2448,Colombia,CO,Nariño,minor,,
Puerto Concordia,2.6221,-72.7572,Colombia,CO,Meta,minor,,
Córdoba,9.5861,-74.8271,Colombia,CO,Bolívar,minor,,
Managrú,5.3365,-76.7276,Colombia,CO,Chocó,minor,,
El Cocuy,6.4115,-72.4488,Colombia,CO,Boyacá,minor,,
El Rosario,1.7440,-77.3348,Colombia,CO,Nariño,minor,,
Paicol,2.4496,-75.7750,Colombia,CO,Huila,minor,,
Belalcázar,2.6464,-75.9727,Colombia,CO,Cauca,minor,,
Durania,7.7131,-72.6576,Colombia,CO,Norte de Santander,minor,,
Pueblo Rico,5.2226,-76.0303,Colombia,CO,Risaralda,minor,,
Chaguaní,4.9483,-74.5939,Colombia,CO,Cundinamarca,minor,,
Macaravita,6.5057,-72.5930,Colombia,CO,Santander,minor,,
Cunday,4.0600,-74.6921,Colombia,CO,Tolima,minor,,
San Cayetano,5.3359,-74.0266,Colombia,CO,Cundinamarca,minor,,
Cáchira,7.7410,-73.0483,Colombia,CO,Norte de Santander,minor,,
La Paz,6.1785,-73.5895,Colombia,CO,Santander,minor,,
Chiriguaná,9.3624,-73.6031,Colombia,CO,Cesar,minor,,
Sativasur,6.0896,-72.7243,Colombia,CO,Boyacá,minor,,
Norosí,8.5269,-74.0374,Colombia,CO,Bolívar,minor,,
El Tambo,2.4520,-76.8103,Colombia,CO,Cauca,minor,,
Río Viejo,8.5874,-73.8390,Colombia,CO,Bolívar,minor,,
La Esperanza,7.6406,-73.3276,Colombia,CO,Norte de Santander,minor,,
Aquitania,5.5186,-72.8839,Colombia,CO,Boyacá,minor,,
Chima,6.3443,-73.3739,Colombia,CO,Santander,minor,,
El Paujíl,1.5701,-75.3286,Colombia,CO,Caquetá,minor,,
Urrao,6.3152,-76.1342,Colombia,CO,Antioquia,minor,,
Carcasí,6.6271,-72.6262,Colombia,CO,Santander,minor,,
Cepitá,6.7543,-72.9744,Colombia,CO,Santander,minor,,
Zetaquira,5.2822,-73.1690,Colombia,CO,Boyacá,minor,,
Puerto Caicedo,0.6836,-76.6044,Colombia,CO,Putumayo,minor,,
San Carlos de Guaroa,3.7116,-73.2434,Colombia,CO,Meta,minor,,
Planadas,3.1970,-75.6451,Colombia,CO,Tolima,minor,,
Cáceres,7.5808,-75.3484,Colombia,CO,Antioquia,minor,,
Arboledas,7.6423,-72.7994,Colombia,CO,Norte de Santander,minor,,
Frontino,6.7801,-76.1288,Colombia,CO,Antioquia,minor,,
Rondón,5.3564,-73.2092,Colombia,CO,Boyacá,minor,,
Rionegro,7.2646,-73.1501,Colombia,CO,Santander,minor,,
Piedras,4.5426,-74.8782,Colombia,CO,Tolima,minor,,
San Joaquín,6.4300,-72.8677,Colombia,CO,Santander,minor,,
Sucre,5.9183,-73.7911,Colombia,CO,Santander,minor,,
Salazar,7.7739,-72.8124,Colombia,CO,Norte de Santander,minor,,
Villagarzón,1.0290,-76.6202,Colombia,CO,Putumayo,minor,,
Teruel,2.7419,-75.5674,Colombia,CO,Huila,minor,,
La Gloria,8.6187,-73.8027,Colombia,CO,Cesar,minor,,
Curillo,1.0333,-75.9191,Colombia,CO,Caquetá,minor,,
Ricaurte,1.2147,-77.9980,Colombia,CO,Nariño,minor,,
San Eduardo,5.2240,-73.0770,Colombia,CO,Boyacá,minor,,
Guamal,3.8804,-73.7657,Colombia,CO,Meta,minor,,
Yacopí,5.4595,-74.3382,Colombia,CO,Cundinamarca,minor,,
Arauquita,7.0292,-71.4281,Colombia,CO,Arauca,minor,,
Piojó,10.7485,-75.1078,Colombia,CO,Atlántico,minor,,
Mutatá,7.2441,-76.4356,Colombia,CO,Antioquia,minor,,
Cimitarra,6.3142,-73.9497,Colombia,CO,Santander,minor,,
Sardinata,8.0829,-72.8007,Colombia,CO,Norte de Santander,minor,,
Tutazá,6.0323,-72.8564,Colombia,CO,Boyacá,minor,,
Bucarasica,8.0410,-72.8654,Colombia,CO,Norte de Santander,minor,,
Concepción,6.7662,-72.6940,Colombia,CO,Santander,minor,,
Chámeza,5.2142,-72.8695,Colombia,CO,Casanare,minor,,
Beté,5.9946,-76.7812,Colombia,CO,Chocó,minor,,
Susacón,6.2298,-72.6901,Colombia,CO,Boyacá,minor,,
Tauramena,5.0179,-72.7468,Colombia,CO,Casanare,minor,,
Gachalá,4.6924,-73.5204,Colombia,CO,Cundinamarca,minor,,
Cerrito,6.8431,-72.6940,Colombia,CO,Santander,minor,,
Istmina,5.1605,-76.6840,Colombia,CO,Chocó,minor,,
Santiago,7.8643,-72.7162,Colombia,CO,Norte de Santander,minor,,
Paimadó,5.4831,-76.7405,Colombia,CO,Chocó,minor,,
Sabana de Torres,7.3915,-73.4957,Colombia,CO,Santander,minor,,
Payán,1.7664,-78.1833,Colombia,CO,Nariño,minor,,
Lloró,5.4960,-76.5494,Colombia,CO,Chocó,minor,,
La Montañita,1.4802,-75.4366,Colombia,CO,Caquetá,minor,,
El Charco,2.4793,-78.1097,Colombia,CO,Nariño,minor,,
Convención,8.4689,-73.3377,Colombia,CO,Norte de Santander,minor,,
Unguía,8.0450,-77.0900,Colombia,CO,Chocó,minor,,
Hato,6.5430,-73.3083,Colombia,CO,Santander,minor,,
San Ángel,10.0305,-74.2148,Colombia,CO,Magdalena,minor,,
Dabeiba,7.0017,-76.2672,Colombia,CO,Antioquia,minor,,
Silos,7.2052,-72.7564,Colombia,CO,Norte de Santander,minor,,
Cácota,7.2679,-72.6420,Colombia,CO,Norte de Santander,minor,,
Villavieja,3.2205,-75.2186,Colombia,CO,Huila,minor,,
Piedrancha,1.1411,-77.8648,Colombia,CO,Nariño,minor,,
Chivor,4.8856,-73.3689,Colombia,CO,Boyacá,minor,,
El Tarra,8.5756,-73.0949,Colombia,CO,Norte de Santander,minor,,
Remedios,7.0283,-74.6938,Colombia,CO,Antioquia,minor,,
Coromoro,6.2946,-73.0402,Colombia,CO,Santander,minor,,
Pulí,4.6812,-74.7141,Colombia,CO,Cundinamarca,minor,,
Santa María,4.8605,-73.2623,Colombia,CO,Boyacá,minor,,
San Luis de Palenque,5.4214,-71.7317,Colombia,CO,Casanare,minor,,
Acandí,8.5114,-77.2778,Colombia,CO,Chocó,minor,,
Villa Caro,7.9143,-72.9714,Colombia,CO,Norte de Santander,minor,,
Simití,7.9579,-73.9436,Colombia,CO,Bolívar,minor,,
Ituango,7.1712,-75.7640,Colombia,CO,Antioquia,minor,,
Barbacoas,1.6715,-78.1398,Colombia,CO,Nariño,minor,,
Remolino,10.7020,-74.7160,Colombia,CO,Magdalena,minor,,
Cantagallo,7.3793,-73.9155,Colombia,CO,Bolívar,minor,,
Sativanorte,6.1316,-72.7089,Colombia,CO,Boyacá,minor,,
Mongua,5.7508,-72.8034,Colombia,CO,Boyacá,minor,,
Dolores,3.5391,-74.8975,Colombia,CO,Tolima,minor,,
Santa Bárbara,6.9902,-72.9070,Colombia,CO,Santander,minor,,
Baraya,3.1533,-75.0531,Colombia,CO,Huila,minor,,
Anorí,7.0727,-75.1477,Colombia,CO,Antioquia,minor,,
Bagadó,5.4116,-76.4152,Colombia,CO,Chocó,minor,,
Montecristo,8.2971,-74.4733,Colombia,CO,Bolívar,minor,,
Campohermoso,5.0313,-73.1033,Colombia,CO,Boyacá,minor,,
Solita,0.8752,-75.6194,Colombia,CO,Caquetá,minor,,
Iscuandé,2.4506,-77.9800,Colombia,CO,Nariño,minor,,
La Uvita,6.3206,-72.5628,Colombia,CO,Boyacá,minor,,
Tibú,8.6390,-72.7358,Colombia,CO,Norte de Santander,minor,,
Galán,6.6378,-73.2888,Colombia,CO,Santander,minor,,
San José del Fragua,1.3320,-75.9741,Colombia,CO,Caquetá,minor,,
Puerto Parra,6.6515,-74.0573,Colombia,CO,Santander,minor,,
Betulia,6.9007,-73.2835,Colombia,CO,Santander,minor,,
Murillo,4.8739,-75.1715,Colombia,CO,Tolima,minor,,
Socotá,6.0403,-72.6351,Colombia,CO,Boyacá,minor,,
Pore,5.7279,-71.9927,Colombia,CO,Casanare,minor,,
San Luis de Gaceno,4.8205,-73.1685,Colombia,CO,Boyacá,minor,,
Becerril,9.7041,-73.2793,Colombia,CO,Cesar,minor,,
Chita,6.1905,-72.4759,Colombia,CO,Boyacá,minor,,
Toledo,7.3098,-72.4829,Colombia,CO,Norte de Santander,minor,,
Rioblanco,3.5297,-75.6452,Colombia,CO,Tolima,minor,,
Mutis,6.2262,-77.4044,Colombia,CO,Chocó,minor,,
Abriaquí,6.6315,-76.0644,Colombia,CO,Antioquia,minor,,
Cabrera,3.9860,-74.4828,Colombia,CO,Cundinamarca,minor,,
Belén de los Andaquíes,1.4183,-75.8775,Colombia,CO,Caquetá,minor,,
Villarrica,3.9350,-74.6004,Colombia,CO,Tolima,minor,,
Jerusalén,4.5631,-74.6952,Colombia,CO,Cundinamarca,minor,,
Alpujarra,3.3918,-74.9334,Colombia,CO,Tolima,minor,,
Bolívar,5.9893,-73.7706,Colombia,CO,Santander,minor,,
Puerto Meluk,5.2213,-76.9369,Colombia,CO,Chocó,minor,,
Albania,1.3287,-75.8782,Colombia,CO,Caquetá,minor,,
Valparaíso,1.1940,-75.7075,Colombia,CO,Caquetá,minor,,
Yondó,7.0062,-73.9097,Colombia,CO,Antioquia,minor,,
Santa Helena del Opón,6.3400,-73.6170,Colombia,CO,Santander,minor,,
El Guacamayo,6.2452,-73.4966,Colombia,CO,Santander,minor,,
Onzaga,6.3443,-72.8173,Colombia,CO,Santander,minor,,
Barranca de Upía,4.5696,-72.9668,Colombia,CO,Meta,minor,,
Funes,1.0007,-77.4492,Colombia,CO,Nariño,minor,,
Timbiquí,2.7717,-77.6654,Colombia,CO,Cauca,minor,,
Gámbita,5.9460,-73.3443,Colombia,CO,Santander,minor,,
San Juanito,4.4610,-73.6805,Colombia,CO,Meta,minor,,
Paratebueno,4.3758,-73.2155,Colombia,CO,Cundinamarca,minor,,
Suratá,7.3663,-72.9836,Colombia,CO,Santander,minor,,
Simacota,6.4429,-73.3369,Colombia,CO,Santander,minor,,
Puerto Rico,1.9100,-75.1593,Colombia,CO,Caquetá,minor,,
Chitagá,7.1378,-72.6646,Colombia,CO,Norte de Santander,minor,,
Lejanías,3.5276,-74.0234,Colombia,CO,Meta,minor,,
El Castillo,3.5636,-73.7949,Colombia,CO,Meta,minor,,
Marulanda,5.2839,-75.2602,Colombia,CO,Caldas,minor,,
El Carmen,8.5106,-73.4478,Colombia,CO,Norte de Santander,minor,,
Labranzagrande,5.5622,-72.5750,Colombia,CO,Boyacá,minor,,
Nunchía,5.6373,-72.1951,Colombia,CO,Casanare,minor,,
La Salina,6.1316,-72.3384,Colombia,CO,Casanare,minor,,
Gutiérrez,4.2547,-74.0025,Colombia,CO,Cundinamarca,minor,,
Piamonte,1.1200,-76.3213,Colombia,CO,Cauca,minor,,
Nóvita,4.9551,-76.6053,Colombia,CO,Chocó,minor,,
San Juan de Arama,3.3699,-73.8727,Colombia,CO,Meta,minor,,
Páez,5.1011,-73.0512,Colombia,CO,Boyacá,minor,,
Colombia,3.3761,-74.8015,Colombia,CO,Huila,minor,,
Milán,1.2903,-75.5076,Colombia,CO,Caquetá,minor,,
Támara,5.8300,-72.1629,Colombia,CO,Casanare,minor,,
Güicán,6.4655,-72.4154,Colombia,CO,Boyacá,minor,,
Trinidad,5.4085,-71.6620,Colombia,CO,Casanare,minor,,
Medina,4.5101,-73.3498,Colombia,CO,Cundinamarca,minor,,
El Calvario,4.3534,-73.7115,Colombia,CO,Meta,minor,,
Roncesvalles,4.0108,-75.6049,Colombia,CO,Tolima,minor,,
Chiscas,6.5564,-72.5038,Colombia,CO,Boyacá,minor,,
Paya,5.6667,-72.3817,Colombia,CO,Boyacá,minor,,
López,2.8454,-77.2479,Colombia,CO,Cauca,minor,,
Pizarro,4.9533,-77.3660,Colombia,CO,Chocó,minor,,
Cubará,7.0058,-72.1057,Colombia,CO,Boyacá,minor,,
Puerto Guzmán,0.9645,-76.4080,Colombia,CO,Putumayo,minor,,
Puerto Rico,2.9383,-73.2083,Colombia,CO,Meta,minor,,
Sabanalarga,4.8543,-73.0400,Colombia,CO,Casanare,minor,,
Vistahermosa,3.1243,-73.7516,Colombia,CO,Meta,minor,,
Cubarral,3.7935,-73.8406,Colombia,CO,Meta,minor,,
Cabuyaro,4.2817,-72.7940,Colombia,CO,Meta,minor,,
Pajarito,5.2929,-72.7028,Colombia,CO,Boyacá,minor,,
La Macarena,2.1837,-73.7848,Colombia,CO,Meta,minor,,
Santa Genoveva de Docordó,4.2587,-77.3652,Colombia,CO,Chocó,minor,,
Mesetas,3.3846,-74.0442,Colombia,CO,Meta,minor,,
Vigía del Fuerte,6.5893,-76.8960,Colombia,CO,Antioquia,minor,,
Puerto Lleras,3.2694,-73.3754,Colombia,CO,Meta,minor,,
Mapiripán,2.8912,-72.1333,Colombia,CO,Meta,minor,,
Sácama,6.0991,-72.2488,Colombia,CO,Casanare,minor,,
Maní,4.8164,-72.2795,Colombia,CO,Casanare,minor,,
Murindó,6.9806,-76.8212,Colombia,CO,Antioquia,minor,,
Santa Rosa,1.7027,-76.5739,Colombia,CO,Cauca,minor,,
Sipí,4.6537,-76.6444,Colombia,CO,Chocó,minor,,
Paz de Ariporo,5.8815,-71.8917,Colombia,CO,Casanare,minor,,
Hato Corozal,6.1618,-71.7674,Colombia,CO,Casanare,minor,,
Bellavista,6.5564,-76.8839,Colombia,CO,Chocó,minor,,
Cartagena del Chairá,1.3349,-74.8429,Colombia,CO,Caquetá,minor,,
Pisba,5.7240,-72.4865,Colombia,CO,Boyacá,minor,,
San José del Palmar,4.8962,-76.2342,Colombia,CO,Chocó,minor,,
Uribe,3.2409,-74.3550,Colombia,CO,Meta,minor,,
Riosucio,7.4435,-77.1196,Colombia,CO,Chocó,minor,,
El Retorno,2.3302,-72.6276,Colombia,CO,Guaviare,minor,,
Curbaradó,7.1578,-76.9711,Colombia,CO,Chocó,minor,,
Encino,6.1373,-73.0985,Colombia,CO,Santander,minor,,
Puerto Rondón,6.2805,-71.1000,Colombia,CO,Arauca,minor,,
Puerto Leguízamo,-0.1934,-74.7819,Colombia,CO,Putumayo,minor,,
Santa Rosalía,5.1393,-70.8588,Colombia,CO,Vichada,minor,,
Puerto Gaitán,4.3133,-72.0816,Colombia,CO,Meta,minor,,
Miraflores,1.3367,-71.9511,Colombia,CO,Guaviare,minor,,
Carurú,1.0140,-71.2962,Colombia,CO,Vaupés,minor,,
Calamar,1.9596,-72.6531,Colombia,CO,Guaviare,minor,,
Solano,0.6994,-75.2535,Colombia,CO,Caquetá,minor,,
La Primavera,5.4906,-70.4092,Colombia,CO,Vichada,minor,,
Cravo Norte,6.3017,-70.2042,Colombia,CO,Arauca,minor,,
Cumaribo,4.4455,-69.7990,Colombia,CO,Vichada,minor,,
Taraira,-0.5636,-69.6336,Colombia,CO,Vaupés,minor,,
San José de Uré,7.7864,-75.5337,Colombia,CO,Córdoba,minor,,
